Tue Mar 26 14:56:33 2024    program.prof

         2897415 function calls (2871004 primitive calls) in 375.989 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\window\expanding.py:945(ExpandingGroupby)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\tools\datetimes.py:108(YearMonthDayDict)
        2    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\series.py:577(_constructor)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\groupby\indexing.py:288(GroupByNthSelector)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\computation\ops.py:598(MathCall)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\colors.py:1991(BoundaryNorm)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\scale.py:310(FuncScaleLog)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\scale.py:159(FuncScale)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pyparsing\core.py:2459(Empty)
        6    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\_enums.py:20(_generate_next_value_)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pyparsing\testing.py:20(reset_pyparsing_context)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\backends\backend_tkagg.py:8(FigureCanvasTkAgg)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\dviread.py:573(DviFont)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\_mathtext.py:75(VectorParse)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\_mathtext.py:672(DejaVuFonts)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\_mathtext.py:1448(Glue)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\figure.py:121(SubplotParams)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\dates.py:656(ConciseDateFormatter)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\dates.py:1707(MicrosecondLocator)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\tri\_tricontour.py:8(TriContourSet)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\tri\_triinterpolate.py:15(TriInterpolator)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\projections\polar.py:310(ThetaTick)
        2    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\serial\win32.py:29(is_64bit)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\pathlib.py:422(_PathParents)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\ipaddress.py:2176(IPv6Network)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:548(StringVar)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:1955(XView)
        3    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:1721(__str__)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\tkinter\commondialog.py:16(Dialog)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\datetime.py:1219(tzinfo)
        3    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\numpy\core\multiarray.py:892(bincount)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\numpy\core\arrayprint.py:1304(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\numpy\lib\index_tricks.py:618(ndindex)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\numpy\lib\index_tricks.py:109(nd_grid)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\numpy\lib\_datasource.py:99(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\numpy\lib\_datasource.py:74(_FileOpeners)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\random.py:787(SystemRandom)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\numpy\ma\core.py:195(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\numpy\ma\core.py:3433(shape)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\numpy\ma\extras.py:213(_fromnxfunction)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\_config\config.py:88(RegisteredOption)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\_compression.py:9(BaseStream)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\_config\config.py:81(DeprecatedOption)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\six.py:108(MovedModule)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\dateutil\parser\_parser.py:1589(ParserError)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\_strptime.py:170(TimeRE)
        2    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\dtypes\cast.py:1441(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\logging\__init__.py:1323(disable)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\logging\__init__.py:2213(NullHandler)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\apply.py:1397(ResamplerWindowApply)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\io\formats\format.py:1623(Datetime64Formatter)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\tarfile.py:574(_StreamProxy)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\zipfile.py:622(LZMACompressor)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\io\json\_json.py:1356(FrameParser)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\io\parsers\readers.py:450(_C_Parser_Defaults)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\io\stata.py:3059(StataStrLWriter)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\io\parquet.py:160(PyArrowImpl)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\_testing\__init__.py:848(SubclassedDataFrame)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\io\pytables.py:2328(GenericIndexCol)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\io\pytables.py:5289(Selection)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\io\sas\sasreader.py:31(ReaderBase)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\cbook.py:2055(_OrderedSet)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\cbook.py:1295(<dictcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\_docstring.py:6(Substitution)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\colors.py:134(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\PIL\PngImagePlugin.py:261(PngInfo)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\scale.py:89(LinearScale)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pyparsing\core.py:2604(CaselessLiteral)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pyparsing\core.py:3940(_ErrorStop)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\dviread.py:664(Vf)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\_mathtext.py:120(Output)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\layout_engine.py:106(PlaceHolderLayoutEngine)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\axes\__init__.py:8(_SubplotBaseMeta)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\axes\_base.py:95(_TransformedBoundsLocator)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\dates.py:626(DateFormatter)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\dates.py:1501(YearLocator)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\legend_handler.py:628(HandlerStem)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\mlab.py:770(GaussianKDE)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\projections\polar.py:548(RadialTick)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\selectors.py:60(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandastable\dialogs.py:470(ImportDialog)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\webbrowser.py:140(BaseBrowser)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandastable\plotting.py:1459(MPLBaseOptions)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\configparser.py:169(Error)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandastable\plotting.py:1549(MPL3DOptions)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:812(__init__)
